filename,label,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
blues.00010.wav,blues,30.01333333,0.30396983,0.09469686,0.14278811,0.009196652,1410.023423,205639.1703,1512.304655,145026.0609,2765.96742,1427723.415,0.062958826,0.000441534,-0.000108931,0.021771148,0.026824878,0.024769777,[161.49902344],-173.81046,8143.062,137.17355,1082.654,-23.72303,1028.9458,26.979677,495.41827,-16.67521,289.7898,4.1947303,160.07622,-12.571788,150.51718,5.851669,82.444984,-2.8769505,108.58822,-1.1783808,65.64737,-1.9682406,55.532143,1.8011796,57.920273,-3.0069504,93.64786,-1.8669492,40.125145,-0.7912434,49.736412,-3.0062358,62.993607,-0.43072954,57.057255,-1.9965144,55.609657,-0.750104,47.180058,-5.0069656,46.476055
blues.00011.wav,blues,30.01333333,0.36588737,0.10200271,0.06570574,0.002499327,1352.74271,511953.3553,1756.882097,220316.583,2880.911092,2932944.117,0.043930585,0.001895712,4.62e-06,0.005014702,0.066296087,0.031220029,[161.49902344],-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.0755,33.66307,344.49417,1.091654,441.21622,14.703699,235.38486,-4.8811417,149.53206,8.668892,189.32147,0.7843316,148.67032,6.57608,114.22455,-4.875816,93.7772,-3.176761,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.6465132,55.49734,-2.9903204,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.8391857,37.05892,-4.891355,28.130304
blues.00012.wav,blues,30.01333333,0.26933804,0.0939012,0.118989594,0.004055326,1360.685602,257080.6335,1567.299469,44995.60378,2738.830255,953044.8056,0.069095007,0.002380562,-4.3e-06,0.012532266,-0.031419785,0.01949828,[184.5703125],-207.2383,4575.776,132.82741,666.0227,-15.45408,935.23145,60.980972,330.53262,0.71902615,313.94824,12.4613285,101.10465,1.1633852,107.93309,-1.5329198,111.63531,-17.895847,96.37597,8.360363,94.81139,-2.459651,139.6595,-0.5846391,92.744286,0.3722645,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.53031,69.25321,-9.2374735,63.564034,-2.8471036,68.84711,-1.4193835,112.57434,-5.9333534,91.46057
blues.00013.wav,blues,30.01333333,0.26491037,0.09119747,0.113129914,0.00419274,1324.527825,171556.884,1827.850132,78336.96977,2711.484919,1076354.558,0.051401703,0.001255388,-5.63e-06,0.012679606,-0.03565929,0.013698146,[107.66601562],-209.80392,1968.6527,124.46476,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159419,69.43244,6.7262187,76.019615,-21.543222,96.41771,10.720835,95.860405,-5.5328465,90.6517,-2.1957276,59.198196,-3.0491858,52.31441,8.643512,71.75554,-0.3070129,68.60345,-0.63291776,88.57952,-2.933559,97.390205,-1.7062988,104.24756,-1.7673149,88.82407,-7.755139,113.8358
blues.00014.wav,blues,30.01333333,0.32889304,0.10805751,0.066998236,0.002711674,1171.967432,147268.4565,1705.37013,96499.73883,2344.98747,877107.6286,0.045036676,0.001559971,-0.000112428,0.004727469,-0.020983886,0.010336206,[151.99908088],-305.66437,8192.634,113.07102,682.14856,12.107334,1462.7546,45.052197,224.56734,17.734386,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.89561,-7.021587,97.5899,13.646477,76.79964,8.91421,90.02956,1.3037986,62.693882,5.9549785,64.31771,8.547473,76.00693,1.1196221,137.01826,0.5982411,67.728806,0.060842752,96.59573,-3.7137508,65.659485,-0.99353415,89.37376,-1.8043832,113.50517
blues.00015.wav,blues,30.01333333,0.26973152,0.09497305,0.0806058,0.002830632,1420.438571,199934.3827,1731.176853,81312.15274,2930.23928,699900.4202,0.063701255,0.00194099,-1.27e-05,0.004725013,-0.012050864,0.012585267,[103.359375],-238.51962,4379.6255,120.10219,728.1788,-4.221948,978.79614,42.294594,383.18594,5.923822,298.72183,13.911398,117.38614,5.350524,119.63875,1.8952671,143.87921,-16.928087,89.81885,12.343145,76.23276,3.9388995,81.61115,-1.3966829,60.90996,0.01302776,60.5666,3.585257,89.513954,-4.500639,101.89453,-5.539845,77.415665,-6.8845096,93.56861,-4.824554,65.70046,1.7439977,78.28548,-1.8783103,131.15253
blues.00016.wav,blues,30.01333333,0.30818358,0.10034819,0.081422575,0.002639706,1455.072634,152296.7901,1826.043338,116760.5827,3010.010389,1010269.497,0.061344061,0.001418798,-2.52e-05,0.004506647,0.011187652,0.012547907,[198.76802885],-233.77281,4958.6343,120.66434,561.7591,-3.1640923,1207.2642,39.514828,396.8244,3.8315241,284.47858,18.828156,156.3235,-3.6787386,100.447136,4.4254684,111.51866,-14.964929,101.528305,17.571478,102.22183,1.8461249,108.56194,2.5500886,66.5328,-1.2302393,65.06261,8.437056,64.94195,-0.2002477,59.23103,-3.8908293,78.076744,-4.4561353,82.96057,0.011000678,86.014114,1.2948039,83.56266,-2.0984619,100.81558
blues.00017.wav,blues,30.01333333,0.30222705,0.0934117,0.09327623,0.002150766,1089.005344,231672.8914,1411.001637,69763.927,2135.417611,1081577.235,0.048326249,0.000845165,-1.16e-05,0.006779912,0.007207363,0.012084411,[172.265625],-245.68724,5196.257,140.48125,800.1619,-2.7912185,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.82424,3.563824,118.55097,0.52286255,93.30116,-16.378489,129.11522,6.6293526,105.23015,7.2584243,96.81718,-4.021235,71.328354,1.6011248,72.963554,5.8965745,78.655426,-3.0172145,56.011353,-4.775693,58.363327,-3.0362885,65.715126,-1.9979147,64.9101,-0.049571853,62.9335,-3.9618294,64.81745
blues.00018.wav,blues,30.01333333,0.27006894,0.09770418,0.07967066,0.002955756,1537.491387,193154.1727,2053.965411,145508.3896,3495.331816,1828303.205,0.05614177,0.001722205,-3.91e-05,0.006928043,-0.033901896,0.015065831,[83.35433468],-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72173,6.770452,92.87257,21.611765,117.26866,-1.3111784,73.47131,5.6817455,100.52637,-16.636873,125.60383,12.16935,123.66207,-1.9619532,52.164986,1.9602653,64.75909,-0.89822775,48.76035,7.7623606,71.51196,2.3758616,102.00459,1.7791142,93.04837,1.3305405,132.01836,3.6150508,182.26515,4.9065995,151.66873,-2.661051,96.47257
blues.00019.wav,blues,30.01333333,0.2574455,0.096038796,0.09761591,0.002577247,1195.498131,249540.7829,1481.022638,46878.31181,2235.614453,1207900.64,0.058886039,0.001798326,-2.64e-05,0.006597353,0.016324957,0.015439517,[123.046875],-236.67947,5576.6396,138.4056,536.2844,-4.930479,1166.9213,47.6545,311.24146,5.1578503,466.2876,8.887806,91.67842,0.48740575,98.060455,-3.788342,159.00233,-14.984866,77.34831,10.428946,104.50035,-0.3413841,134.52066,0.7833589,80.4702,1.7809838,77.91053,4.2295594,73.61766,-0.4747692,63.29976,-6.1045437,80.72324,-5.394643,95.50786,-1.3449988,92.612816,-3.725463,72.52176,-4.37371,66.93199
blues.00020.wav,blues,30.01333333,0.30268323,0.09436196,0.07542555,0.002492628,1390.382814,103083.2508,1911.218378,88690.56844,3006.146736,945931.972,0.052586342,0.000616229,-5.47e-06,0.004576305,0.021010257,0.013122044,[135.99917763],-230.36378,2989.1604,127.07773,397.76837,7.114696,600.3924,39.767056,176.0069,1.9217218,116.42421,17.410606,100.17704,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15173,13.844725,72.71004,-3.7571108,71.56751,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125072,-6.167014,60.68846,-6.2006335,49.88816,-4.501897,52.918427,-1.8255954,73.46965,-0.51591,94.82005,1.5071843,73.84815
blues.00021.wav,blues,30.01333333,0.32131013,0.10331619,0.1010843,0.003230971,1046.775127,291445.5027,1481.055847,70296.72486,1831.221564,1348269.129,0.047907452,0.002331309,-8.45e-06,0.00832287,-0.057782416,0.017124563,[99.38401442],-264.67126,6340.7183,138.85434,1001.429,11.167329,1283.5443,48.523926,371.25842,14.904312,248.1461,20.586437,130.0128,3.2061763,119.96546,1.2635795,104.41091,-15.839373,95.395905,15.975112,85.30514,3.358218,79.1454,-1.5066409,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.99598384,82.13329,-2.4147837,89.515236,-3.6791573,93.94478,0.4992717,119.202965,5.0440598,117.73886,-0.78631693,148.49115
blues.00022.wav,blues,30.01333333,0.3066106,0.09801272,0.113379315,0.00368752,1155.869257,314152.7439,1497.936716,59092.07011,2169.632588,1331329.429,0.058569959,0.002867969,-1.21e-05,0.009843932,-0.017864645,0.016154547,[95.703125],-233.96312,6504.2466,136.14453,959.72797,3.306636,1162.9741,48.930626,383.96628,8.705184,304.61374,13.989511,165.40909,5.3627157,105.51817,0.4101892,128.1393,-13.483557,151.98457,16.860369,82.7323,5.134752,114.362495,-2.2307274,77.221436,3.9538214,66.0046,5.3132124,83.296745,0.807943,101.00323,-1.10039,80.28279,-4.539631,78.61718,-2.4259493,100.40608,3.324436,119.319336,-0.60584545,143.40132
blues.00023.wav,blues,30.01333333,0.28080696,0.091172345,0.1019351,0.003558167,1210.141391,131835.5424,1497.676703,51645.13872,2521.982739,610051.8742,0.05246701,0.001087785,-2.32e-05,0.008701689,0.022158268,0.023703448,[184.5703125],-227.2558,4144.4,137.76518,507.1656,-14.502317,1245.1947,63.57536,210.98936,5.6017485,152.54596,11.988769,93.58656,1.8891491,102.56179,-1.8709353,87.26914,-7.618035,97.51639,-2.4516423,97.63352,-2.8980217,104.15346,-9.433825,87.92734,-10.939208,115.719406,3.5636466,68.92533,4.152738,77.30342,0.09471215,45.212193,-2.9802275,66.850204,-1.3866447,82.50899,7.5348935,93.42404,-3.0437849,74.07117
blues.00024.wav,blues,30.01333333,0.26306966,0.09996888,0.08692267,0.002512151,1120.166569,176332.3094,1448.122768,53858.88089,2324.212009,1139225.188,0.047276048,0.001078994,-1.01e-05,0.006556147,-0.029104035,0.017467081,[103.359375],-274.37683,5920.2183,130.40738,500.41647,-6.357467,1342.9836,70.38822,311.4976,13.269664,230.38287,9.472181,155.52798,7.7330894,121.50667,-1.2365493,150.25732,-0.57098776,94.17128,-2.2971628,68.86658,3.7794154,76.74092,0.08548226,73.516495,-0.9368571,126.63781,2.2968419,63.148663,4.2896338,69.602,-1.6617897,47.883125,-10.439051,49.103695,-6.7934256,39.414467,-1.0635625,44.236256,-1.5890816,83.50596
blues.00025.wav,blues,30.01333333,0.29094827,0.09106455,0.0891659,0.003114329,1109.320763,138690.1462,1463.110786,37662.2101,2243.316778,838253.6529,0.051697391,0.001339266,-6.42e-06,0.00675365,-0.040274282,0.015199533,[92.28515625],-249.31532,3977.6575,131.00032,338.24554,0.67786974,1578.9686,66.704155,298.3847,17.911272,183.51114,4.623277,173.19873,6.603809,96.41475,1.2421156,98.26317,1.4099408,75.738655,-1.5849273,91.75964,-0.9725386,101.25188,-3.5726156,85.11508,-2.9297993,86.26875,4.5961614,62.419785,7.480731,91.63826,-0.1930645,100.62007,-2.8259156,87.33297,-2.6829553,77.28338,0.74113864,76.024796,-0.5292367,67.64772
blues.00026.wav,blues,30.01333333,0.27857408,0.09503724,0.07705383,0.005932036,1198.857018,161946.5556,1573.309953,84086.36734,2478.833064,992995.973,0.051972686,0.001486869,-3.42e-05,0.008433905,-0.02596826,0.019667569,[83.35433468],-284.64056,6202.548,108.80131,675.54285,9.085319,1444.9445,51.198063,296.57825,18.07189,210.83527,7.6021547,181.8869,8.755716,122.01364,2.354091,103.129456,0.003367271,93.45781,2.2484956,106.08586,4.1991253,84.31745,-3.283064,97.75062,1.6176826,68.57549,2.679472,74.232735,3.3437953,91.85233,3.2793777,115.84882,-4.5331836,137.81163,0.48806825,105.864876,5.921497,140.58414,3.2215705,169.69243
blues.00027.wav,blues,30.01333333,0.28868246,0.094142154,0.09575479,0.002193645,1392.026357,200436.5521,1494.877564,43463.63186,2811.740049,541255.4237,0.072414413,0.002545687,-1.56e-05,0.00774543,0.01693876,0.033960634,[92.28515625],-228.20984,2813.7803,130.32317,689.4209,-23.311424,927.2701,70.20095,397.6454,1.1310546,181.74107,7.584427,154.08311,0.9005109,100.342,1.9828155,88.28393,-6.1644154,61.857975,-9.382748,86.06395,-2.56378,107.833115,-4.5257525,58.99545,-0.2604644,67.7943,0.17552163,57.042767,-1.522912,79.448074,1.4664071,80.517586,-6.979135,65.05795,-8.328394,91.87449,4.2368064,119.66018,0.98863906,132.0011
blues.00028.wav,blues,30.01333333,0.27611074,0.09884967,0.099547915,0.00410349,1115.58948,105511.5506,1398.722659,52841.20606,2290.688159,637990.4068,0.048019987,0.000816598,-2.18e-06,0.008178832,-0.02366101,0.017218613,[103.359375],-248.98882,4960.168,139.05774,397.97253,-16.27087,1165.7606,57.13715,329.1937,20.188509,158.22342,10.186956,133.22313,4.5429106,126.33146,0.33107188,118.26378,-7.8745785,69.82374,-3.4545712,68.51031,-2.6574361,79.47989,-2.8329575,66.65289,-0.90465844,95.408035,-2.4093251,55.038513,2.5699363,62.241905,-5.852057,46.437405,-12.404833,55.870274,-7.3133807,37.51279,-0.93787175,48.65181,-2.6867251,86.66318
blues.00029.wav,blues,30.01333333,0.28052023,0.10566303,0.124684155,0.004813125,1648.884832,712191.5515,2190.046421,185210.7117,3760.300129,4159729.928,0.05289487,0.003247441,8.15e-07,0.016771026,0.00843932,0.027079489,[129.19921875],-233.72897,3685.9968,101.19028,885.1662,17.647955,375.19736,23.734173,219.077,2.0825465,227.48592,25.936394,135.567,-16.956385,339.19635,15.084952,113.55068,-22.273954,98.33264,4.38161,122.683044,-23.201656,167.3735,-6.050581,81.708855,-5.067927,80.843315,1.0592695,99.96531,-5.7868648,88.85379,-8.313065,84.22727,-11.38215,98.362144,-6.724383,96.60229,-10.016952,73.97155,-14.028803,77.85361
blues.00030.wav,blues,30.01333333,0.26335758,0.09444161,0.17000204,0.003192832,1379.02368,550970.5453,2003.731133,269583.5724,3015.614351,4573708.287,0.039366118,0.00094557,-1.23e-06,0.027218932,0.038635106,0.033201882,[151.99908088],-206.93233,2025.0728,117.80414,763.5176,23.241365,281.14032,28.308992,261.2949,-1.126013,194.80252,18.867393,160.91713,-21.973022,212.44698,17.844067,137.30339,-25.595348,200.11937,2.139523,103.07033,-17.782476,73.114655,-8.011028,60.389973,-17.610441,72.830696,-8.119411,85.99083,-8.629656,115.688644,-15.530965,85.75175,-15.322778,78.077255,-9.662423,97.19148,-10.0919695,55.309418,-17.832165,90.98462
blues.00031.wav,blues,30.01333333,0.25371763,0.09932378,0.15147567,0.003195952,1330.606268,352248.0686,1973.262361,234481.1914,2898.630603,3709897.507,0.042947225,0.001096176,3.43e-07,0.02325026,0.01323207,0.044025833,[151.99908088],-221.87302,2512.0298,110.8554,586.3889,18.636082,190.44043,30.92296,180.49846,3.2964358,221.32793,22.585636,100.604965,-20.40369,318.4722,12.121833,114.503334,-26.332514,109.00269,-4.367301,102.22711,-26.395552,128.8599,-13.047178,107.4727,-12.667627,146.42516,-1.8228296,95.050285,-7.255051,110.84827,-6.657476,108.96002,-14.686026,103.15434,-11.712328,115.847015,-11.020866,118.50701,-13.38948,98.54089
blues.00032.wav,blues,30.01333333,0.2761858,0.097387545,0.10122466,0.003938625,1309.774651,756135.7536,1883.25815,284221.8174,2765.234658,4686832.922,0.039388398,0.003158096,-9.82e-08,0.012858706,0.093501007,0.061896319,[143.5546875],-288.7327,5319.0356,105.90115,829.6179,18.776207,433.78073,23.682646,342.53232,5.6820407,381.52658,25.54894,164.24428,-13.463248,228.21718,12.437668,125.63249,-11.963671,196.29906,1.5746145,132.29857,-15.640525,126.26147,-6.632071,81.745636,-11.693039,102.44064,-2.926763,105.24514,-7.375716,82.07757,-15.69388,54.50831,-10.976883,61.209698,-10.892728,44.982956,-18.505384,55.872993,-19.104548,75.34568
blues.00033.wav,blues,30.01333333,0.26077786,0.09484193,0.13316597,0.002251806,1430.60284,700821.2383,2075.71855,275165.2456,3246.167842,5567256.172,0.041973683,0.001439137,-2.11e-06,0.016949391,0.018697625,0.052150403,[151.99908088],-238.96988,3230.6921,108.68232,821.1811,34.158817,279.21472,30.20716,302.70737,-0.4982214,237.4868,27.279755,140.72952,-21.377928,286.7237,14.166391,139.31052,-24.509224,117.44081,-1.8904003,179.17099,-28.051817,127.13948,-11.25711,87.63016,-16.457558,90.87678,-7.6354303,78.98731,-12.788069,63.451366,-15.356443,81.95189,-13.739163,141.08138,-7.4004865,68.75155,-10.083455,70.441414,-13.290667,87.91443
blues.00034.wav,blues,30.01333333,0.26217145,0.099051096,0.13590334,0.003225207,1537.076162,341041.8686,2157.297067,160985.2782,3602.406626,3714496.07,0.045702445,0.000691172,-6.19e-07,0.01684513,0.0107984,0.034332369,[184.5703125],-217.18364,3599.9531,105.78522,533.9498,15.602848,358.40976,25.24884,219.3241,-1.4500507,215.97493,30.19327,117.47158,-17.716621,223.58751,17.319042,126.52496,-27.213608,112.21848,4.338282,177.22545,-20.0573,115.21863,-10.700285,70.82692,-14.228785,105.002716,-5.1557755,83.000084,-3.4822617,101.279076,-6.1949677,66.54191,-15.323166,116.034874,-6.8316145,93.672966,-9.825101,90.79377,-13.942625,92.79743
blues.00035.wav,blues,30.01333333,0.28827715,0.09654413,0.1732646,0.003339453,1507.157985,413919.5153,2096.930874,246926.3938,3405.551848,4181763.714,0.045419975,0.000573981,-7.12e-07,0.02648671,0.007406517,0.018381293,[129.19921875],-171.79478,1940.7294,120.28173,693.2223,15.331755,269.1495,21.094315,146.52971,-5.3954434,175.62318,24.185543,119.22541,-24.130846,145.58356,18.545135,100.659134,-22.342924,139.44583,1.3107386,115.741684,-20.765268,68.06179,-4.991692,81.389626,-17.108126,86.59743,-7.874077,63.096027,-15.293675,43.64216,-9.3495865,49.472374,-8.917148,42.933598,-8.521506,57.17301,-14.332618,57.084812,-19.928354,48.656532
blues.00036.wav,blues,30.01333333,0.23332669,0.094940506,0.19766894,0.004719934,1247.580048,263742.9048,1907.821246,194376.8614,2621.49678,3024858.104,0.036907341,0.000348537,-5.44e-06,0.036649406,-0.01979673,0.046642744,[151.99908088],-200.18538,2875.0405,116.348595,484.6644,17.990738,199.02489,25.287695,291.50247,0.28717083,179.40805,24.193773,99.91042,-22.253931,306.8604,11.182934,95.034065,-26.854319,97.11793,-7.637254,110.53862,-24.876745,123.126884,-12.010829,98.73029,-17.024942,77.72668,-8.125703,84.42433,-11.95662,79.74183,-12.614474,95.7183,-14.187262,94.292656,-8.2080765,89.58155,-15.015217,65.70997,-10.310198,94.443375
